image_path,image_name,raw_text,sugar_g,calories_kcal,fat_g,protein_g,sodium_mg
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_1181_jpg.rf.aa746443721a44d023daed23c3c77857.jpg,IMG_1181_jpg.rf.aa746443721a44d023daed23c3c77857.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_1182_jpg.rf.9f1ad13b7b63299d5a5e3f34757a2d8e.jpg,IMG_1182_jpg.rf.9f1ad13b7b63299d5a5e3f34757a2d8e.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_1191_jpg.rf.24c8760fd7cf52d25ee74ad36065a044.jpg,IMG_1191_jpg.rf.24c8760fd7cf52d25ee74ad36065a044.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_064521_jpg.rf.61cfb9f9a7df38af1232109f142c02fe.jpg,IMG_20241119_064521_jpg.rf.61cfb9f9a7df38af1232109f142c02fe.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_064821_jpg.rf.e255a92d47d53534ab9f9740699deddb.jpg,IMG_20241119_064821_jpg.rf.e255a92d47d53534ab9f9740699deddb.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_064847_jpg.rf.ecb91462b324797095b76449cfe17c5b.jpg,IMG_20241119_064847_jpg.rf.ecb91462b324797095b76449cfe17c5b.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_065038_jpg.rf.0996383e412b686a6bd6d41a53370bc3.jpg,IMG_20241119_065038_jpg.rf.0996383e412b686a6bd6d41a53370bc3.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_065204_jpg.rf.463ec4d80a36036667b13bfbacc253db.jpg,IMG_20241119_065204_jpg.rf.463ec4d80a36036667b13bfbacc253db.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_065424_jpg.rf.d4f1b73b6a8dceb4552f767cf8cb06d4.jpg,IMG_20241119_065424_jpg.rf.d4f1b73b6a8dceb4552f767cf8cb06d4.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_070045_jpg.rf.edc92bbe962560fae56e08ca71d38d10.jpg,IMG_20241119_070045_jpg.rf.edc92bbe962560fae56e08ca71d38d10.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_070157_jpg.rf.0b08cae3554d91db96a8dc241c460926.jpg,IMG_20241119_070157_jpg.rf.0b08cae3554d91db96a8dc241c460926.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_070247_jpg.rf.5c42d0ef03ab2580790a7b4f0c84264f.jpg,IMG_20241119_070247_jpg.rf.5c42d0ef03ab2580790a7b4f0c84264f.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_070349_jpg.rf.44a84d1fb292186af79851789a8d58e3.jpg,IMG_20241119_070349_jpg.rf.44a84d1fb292186af79851789a8d58e3.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_070401_jpg.rf.0d2288115ceb4fbb74c7ff4105106b3d.jpg,IMG_20241119_070401_jpg.rf.0d2288115ceb4fbb74c7ff4105106b3d.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_070435_jpg.rf.84f590696d7133f0777043e711d023cf.jpg,IMG_20241119_070435_jpg.rf.84f590696d7133f0777043e711d023cf.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_070532_jpg.rf.9e2b7b04f7368edfc3d35aee97de5556.jpg,IMG_20241119_070532_jpg.rf.9e2b7b04f7368edfc3d35aee97de5556.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_070657_jpg.rf.62c559c052ae7bd9500216d5bc872840.jpg,IMG_20241119_070657_jpg.rf.62c559c052ae7bd9500216d5bc872840.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_070724_jpg.rf.cea723105e37aefbde73594ce5ed04b1.jpg,IMG_20241119_070724_jpg.rf.cea723105e37aefbde73594ce5ed04b1.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_070745_jpg.rf.a7c0fc53d6adaf94108de76c6d92b905.jpg,IMG_20241119_070745_jpg.rf.a7c0fc53d6adaf94108de76c6d92b905.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_070754_jpg.rf.529ebe32db201de1f491f02c1b1fd6f7.jpg,IMG_20241119_070754_jpg.rf.529ebe32db201de1f491f02c1b1fd6f7.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_070806_jpg.rf.4bea5b610648d8d900567239f6765c62.jpg,IMG_20241119_070806_jpg.rf.4bea5b610648d8d900567239f6765c62.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_070816_jpg.rf.21ba8fc5a70e92ce40f37fb8dafecf89.jpg,IMG_20241119_070816_jpg.rf.21ba8fc5a70e92ce40f37fb8dafecf89.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_070836_jpg.rf.db13518aa24dfa5ffafc5fc6c3c214d5.jpg,IMG_20241119_070836_jpg.rf.db13518aa24dfa5ffafc5fc6c3c214d5.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_070939_jpg.rf.2121a8a586ca6b98f4476b5d4a066b52.jpg,IMG_20241119_070939_jpg.rf.2121a8a586ca6b98f4476b5d4a066b52.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_071121_jpg.rf.6932ea30db9c50ba6b652d396dcfa003.jpg,IMG_20241119_071121_jpg.rf.6932ea30db9c50ba6b652d396dcfa003.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_071146_jpg.rf.44229bf18d14e6c4393fba03d723b179.jpg,IMG_20241119_071146_jpg.rf.44229bf18d14e6c4393fba03d723b179.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20241119_071205_jpg.rf.8ae78f310048297279586a2e755dffae.jpg,IMG_20241119_071205_jpg.rf.8ae78f310048297279586a2e755dffae.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250221_100226_jpg.rf.452a566231ec0bb43d240ea6bf4e5300.jpg,IMG_20250221_100226_jpg.rf.452a566231ec0bb43d240ea6bf4e5300.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250305_034345_jpg.rf.d8148ab46f298864b2f4a0c6372ec998.jpg,IMG_20250305_034345_jpg.rf.d8148ab46f298864b2f4a0c6372ec998.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250320_195008_jpg.rf.99e2425fbc8f08f323983ce24e3f4434.jpg,IMG_20250320_195008_jpg.rf.99e2425fbc8f08f323983ce24e3f4434.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_150218_183_jpg.rf.e1bdeacdd78101afe95800caa86dd251.jpg,IMG_20250507_150218_183_jpg.rf.e1bdeacdd78101afe95800caa86dd251.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_150228_098_jpg.rf.27ac034ac86f595640b32602454213cc.jpg,IMG_20250507_150228_098_jpg.rf.27ac034ac86f595640b32602454213cc.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_150246_279_jpg.rf.e42edbaceb23abcf67bd9dcb52f41137.jpg,IMG_20250507_150246_279_jpg.rf.e42edbaceb23abcf67bd9dcb52f41137.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_150255_261_jpg.rf.b109a0efdc0ef4c6736d65668be8e41b.jpg,IMG_20250507_150255_261_jpg.rf.b109a0efdc0ef4c6736d65668be8e41b.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_150625_475_jpg.rf.586f1feb7b397b32cacde2a509eba4f6.jpg,IMG_20250507_150625_475_jpg.rf.586f1feb7b397b32cacde2a509eba4f6.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_150747_521_jpg.rf.fd6237eae8e6257c63babffa7159d4e9.jpg,IMG_20250507_150747_521_jpg.rf.fd6237eae8e6257c63babffa7159d4e9.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_150802_477_jpg.rf.47fdeca7bcf747ffbc33760f3e434871.jpg,IMG_20250507_150802_477_jpg.rf.47fdeca7bcf747ffbc33760f3e434871.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_150819_683_jpg.rf.80228da8df6fcf5e2d63056ad6eca347.jpg,IMG_20250507_150819_683_jpg.rf.80228da8df6fcf5e2d63056ad6eca347.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_150838_237_jpg.rf.a80832d34ce3da271fcc1828feb03171.jpg,IMG_20250507_150838_237_jpg.rf.a80832d34ce3da271fcc1828feb03171.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_151030_701_jpg.rf.2f0db7d95de99a69cb7553da164aab28.jpg,IMG_20250507_151030_701_jpg.rf.2f0db7d95de99a69cb7553da164aab28.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_154132_738_jpg.rf.b7200dc8639f4699f1dad5ed7dd56680.jpg,IMG_20250507_154132_738_jpg.rf.b7200dc8639f4699f1dad5ed7dd56680.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_154345_987_jpg.rf.1dd2a18b2b3069e521d23dcb8aa000c4.jpg,IMG_20250507_154345_987_jpg.rf.1dd2a18b2b3069e521d23dcb8aa000c4.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_154539_238_jpg.rf.6c4852765ec0aef587dbd06581cbdfd8.jpg,IMG_20250507_154539_238_jpg.rf.6c4852765ec0aef587dbd06581cbdfd8.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_154606_823_jpg.rf.12b8c3f854220170e89d1385e7c8b3f9.jpg,IMG_20250507_154606_823_jpg.rf.12b8c3f854220170e89d1385e7c8b3f9.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_154616_271_jpg.rf.57f68d01ac9edd771e9c0e2f6beb9059.jpg,IMG_20250507_154616_271_jpg.rf.57f68d01ac9edd771e9c0e2f6beb9059.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_154639_220_jpg.rf.87eff0c6b74355ba4f1fc7df7d58fc86.jpg,IMG_20250507_154639_220_jpg.rf.87eff0c6b74355ba4f1fc7df7d58fc86.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_154802_573_jpg.rf.078db740fd8ab58df1015965af0300b5.jpg,IMG_20250507_154802_573_jpg.rf.078db740fd8ab58df1015965af0300b5.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_154816_714_jpg.rf.493aba782bd3e1afa1c015a8c52e0460.jpg,IMG_20250507_154816_714_jpg.rf.493aba782bd3e1afa1c015a8c52e0460.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_154933_696_jpg.rf.6b316c255d70b470fc69eca13abec5ae.jpg,IMG_20250507_154933_696_jpg.rf.6b316c255d70b470fc69eca13abec5ae.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_154948_117_jpg.rf.1650389e005bd46fab8c69b59c53aba1.jpg,IMG_20250507_154948_117_jpg.rf.1650389e005bd46fab8c69b59c53aba1.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_155002_090_jpg.rf.669587226ecbb717c9e0f698ac47489d.jpg,IMG_20250507_155002_090_jpg.rf.669587226ecbb717c9e0f698ac47489d.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_184356_352_jpg.rf.c14420ebb3171325d754314f1f3f5a58.jpg,IMG_20250507_184356_352_jpg.rf.c14420ebb3171325d754314f1f3f5a58.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_184407_674_jpg.rf.250de0a33fa314ac08e7d4d06434a2ba.jpg,IMG_20250507_184407_674_jpg.rf.250de0a33fa314ac08e7d4d06434a2ba.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_184434_332_jpg.rf.186f59540ef6e062bdfb118413c48006.jpg,IMG_20250507_184434_332_jpg.rf.186f59540ef6e062bdfb118413c48006.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_184612_732_jpg.rf.2f2723c5642301e996c47cdf458df4d9.jpg,IMG_20250507_184612_732_jpg.rf.2f2723c5642301e996c47cdf458df4d9.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_184621_193_jpg.rf.c26c37764231b6f5ff5bfbab9b8c9caf.jpg,IMG_20250507_184621_193_jpg.rf.c26c37764231b6f5ff5bfbab9b8c9caf.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_184706_577_jpg.rf.3deb2f7452bfc2c3a1f8aceee88702d1.jpg,IMG_20250507_184706_577_jpg.rf.3deb2f7452bfc2c3a1f8aceee88702d1.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_184816_936_jpg.rf.6ced7b559182114fa1a533f914579d20.jpg,IMG_20250507_184816_936_jpg.rf.6ced7b559182114fa1a533f914579d20.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_184838_953_jpg.rf.a32dcf6d8e25e9b4c536f6c079ed3969.jpg,IMG_20250507_184838_953_jpg.rf.a32dcf6d8e25e9b4c536f6c079ed3969.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_184850_536_jpg.rf.3009a9de2fd4fdc27d3549605960ec87.jpg,IMG_20250507_184850_536_jpg.rf.3009a9de2fd4fdc27d3549605960ec87.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_185016_485_jpg.rf.ebdc4f459ac5c4cdbad1ba7404908ffa.jpg,IMG_20250507_185016_485_jpg.rf.ebdc4f459ac5c4cdbad1ba7404908ffa.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_232257_480_jpg.rf.dd2699e1f8060272ca741f34ce4be70d.jpg,IMG_20250507_232257_480_jpg.rf.dd2699e1f8060272ca741f34ce4be70d.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_232307_541_jpg.rf.c4624b2ce31d6ce2956c0aaf113f8aeb.jpg,IMG_20250507_232307_541_jpg.rf.c4624b2ce31d6ce2956c0aaf113f8aeb.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_232318_506_jpg.rf.134c04861ec5d9e0127916b23966dff5.jpg,IMG_20250507_232318_506_jpg.rf.134c04861ec5d9e0127916b23966dff5.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_232345_425_jpg.rf.f7b401d740c3f380d330e4b95d18b078.jpg,IMG_20250507_232345_425_jpg.rf.f7b401d740c3f380d330e4b95d18b078.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_232515_029_jpg.rf.b733185695bb66d5f78ff7652a938e93.jpg,IMG_20250507_232515_029_jpg.rf.b733185695bb66d5f78ff7652a938e93.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_232525_801_jpg.rf.263925c40a752a9233a8c777460e99ce.jpg,IMG_20250507_232525_801_jpg.rf.263925c40a752a9233a8c777460e99ce.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_232617_975_jpg.rf.ed749edd0a0e2d339be2a7f1e84d8731.jpg,IMG_20250507_232617_975_jpg.rf.ed749edd0a0e2d339be2a7f1e84d8731.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_232628_317_jpg.rf.abcc623b08da5c4bccd29ccb86675ff7.jpg,IMG_20250507_232628_317_jpg.rf.abcc623b08da5c4bccd29ccb86675ff7.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_232639_823_jpg.rf.a770afcdd720dca5d86375bc475c69e6.jpg,IMG_20250507_232639_823_jpg.rf.a770afcdd720dca5d86375bc475c69e6.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_232806_713_jpg.rf.3819550fb3662dd9277380ee7ebc07f9.jpg,IMG_20250507_232806_713_jpg.rf.3819550fb3662dd9277380ee7ebc07f9.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_232954_633_jpg.rf.dc657a4b18fa651d046fbcd9be6f12a4.jpg,IMG_20250507_232954_633_jpg.rf.dc657a4b18fa651d046fbcd9be6f12a4.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_233017_030_jpg.rf.970ae4136236af2800fd9d1a9290bf77.jpg,IMG_20250507_233017_030_jpg.rf.970ae4136236af2800fd9d1a9290bf77.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_233026_740_jpg.rf.0ac56119d1db834ac1e96f81105d9f4f.jpg,IMG_20250507_233026_740_jpg.rf.0ac56119d1db834ac1e96f81105d9f4f.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_233118_418_jpg.rf.65f1515c8271e01be7c52098f0c2660b.jpg,IMG_20250507_233118_418_jpg.rf.65f1515c8271e01be7c52098f0c2660b.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_233200_616_jpg.rf.921e439e9faddbaacd5bcb365a4505e2.jpg,IMG_20250507_233200_616_jpg.rf.921e439e9faddbaacd5bcb365a4505e2.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_233304_992_jpg.rf.987ce6d40a5175434ef489410ecc51df.jpg,IMG_20250507_233304_992_jpg.rf.987ce6d40a5175434ef489410ecc51df.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_233625_408_jpg.rf.60112c30f2c64b992540474ce42365aa.jpg,IMG_20250507_233625_408_jpg.rf.60112c30f2c64b992540474ce42365aa.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_233709_733_jpg.rf.52b011f2ce7dc969fa78a69adeb0c44f.jpg,IMG_20250507_233709_733_jpg.rf.52b011f2ce7dc969fa78a69adeb0c44f.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250507_233721_568_jpg.rf.6a91695c91706099390e88c781c177af.jpg,IMG_20250507_233721_568_jpg.rf.6a91695c91706099390e88c781c177af.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250508_183544_831_jpg.rf.a837d9446e9afdf877ca1df919f3e2c2.jpg,IMG_20250508_183544_831_jpg.rf.a837d9446e9afdf877ca1df919f3e2c2.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250508_185318_jpg.rf.627f2b0a2982035acf812612762e0794.jpg,IMG_20250508_185318_jpg.rf.627f2b0a2982035acf812612762e0794.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250508_191146_jpg.rf.24d1d5e8b38cec0e4a7565ff79debcbc.jpg,IMG_20250508_191146_jpg.rf.24d1d5e8b38cec0e4a7565ff79debcbc.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250508_191158_jpg.rf.45a03b37694a6ab38a760c21c0fcf3d1.jpg,IMG_20250508_191158_jpg.rf.45a03b37694a6ab38a760c21c0fcf3d1.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250508_191305_jpg.rf.7f81331ae3f645a9b47874fa8e192bde.jpg,IMG_20250508_191305_jpg.rf.7f81331ae3f645a9b47874fa8e192bde.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250508_192616_jpg.rf.b4d6b17fa6181ae10a4ead62efcdccbe.jpg,IMG_20250508_192616_jpg.rf.b4d6b17fa6181ae10a4ead62efcdccbe.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG_20250508_192713_jpg.rf.2572487994d350918e836ed115d621ba.jpg,IMG_20250508_192713_jpg.rf.2572487994d350918e836ed115d621ba.jpg,,,,,,
